district,predicted_risk,confidence_score,equity_vulnerability_index,final_risk_score,priority_level,alert_status,recommended_action
Jodhpur,Low,99.01,0.10198770491803277,0.354,Low Priority,NO ALERT,Routine monitoring.
Kota,Medium,90.56,0.16216666666666665,0.536,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Low,98.75,0.0033974358974359145,0.329,Low Priority,NO ALERT,Routine monitoring.
Kota,Medium,92.49,0.16216666666666665,0.539,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Low,98.59,0.0033974358974359145,0.329,Low Priority,NO ALERT,Routine monitoring.
Kota,High,75.38,0.3088124102358192,0.79,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,High,72.73,0.3088124102358192,0.786,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Pali,Medium,92.19,0.1600671936758893,0.538,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Pali,Low,98.62,-0.020932806324110674,0.323,Low Priority,NO ALERT,Routine monitoring.
Pali,Medium,91.9,0.1600671936758893,0.538,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Pali,Low,98.35,-0.020932806324110674,0.322,Low Priority,NO ALERT,Routine monitoring.
Pali,Medium,91.82,0.1600671936758893,0.538,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Pali,Low,99.04,-0.020932806324110674,0.323,Low Priority,NO ALERT,Routine monitoring.
Kota,High,82.28,0.5964260563380281,0.873,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,98.58,-0.023323943661971835,0.322,Low Priority,NO ALERT,Routine monitoring.
Kota,High,85.43,0.3181599273057701,0.808,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,High,85.75,0.38467605633802815,0.825,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jodhpur,Low,98.62,0.15214190093708166,0.366,Low Priority,NO ALERT,Routine monitoring.
Jodhpur,Low,98.58,0.15214190093708166,0.366,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.42,0.042897959183673465,0.34,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.42,-0.09361423593827775,0.306,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.34,0.042897959183673465,0.34,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.34,-0.09361423593827775,0.306,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.91,0.042897959183673465,0.341,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.91,-0.09361423593827775,0.306,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.82,0.042897959183673465,0.34,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.82,-0.09361423593827775,0.306,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.57,0.042897959183673465,0.34,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.57,-0.09361423593827775,0.306,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.32,0.042897959183673465,0.34,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.32,-0.09361423593827775,0.306,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,100.0,0.042897959183673465,0.341,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,100.0,-0.09361423593827775,0.307,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.66,0.042897959183673465,0.34,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.66,-0.09361423593827775,0.306,Low Priority,NO ALERT,Routine monitoring.
Sikar,High,82.13,0.5301435501435501,0.856,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,High,83.82,0.8535907492858712,0.939,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,High,83.25,0.5301435501435501,0.857,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,High,84.52,0.8535907492858712,0.94,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,High,82.17,0.5301435501435501,0.856,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,High,81.45,0.8535907492858712,0.936,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,High,81.17,0.5301435501435501,0.854,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,High,80.92,0.8535907492858712,0.935,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,62.17,0.39930644729802034,0.793,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,99.51,-0.10674225400068098,0.303,Low Priority,NO ALERT,Routine monitoring.
Ajmer,High,68.24,0.39930644729802034,0.802,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,99.3,-0.10674225400068098,0.302,Low Priority,NO ALERT,Routine monitoring.
Ajmer,High,59.59,0.39930644729802034,0.789,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,98.84,-0.10674225400068098,0.302,Low Priority,NO ALERT,Routine monitoring.
Ajmer,High,60.13,0.39930644729802034,0.79,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,99.52,-0.10674225400068098,0.303,Low Priority,NO ALERT,Routine monitoring.
Ajmer,High,64.41,0.39930644729802034,0.796,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,98.8,-0.10674225400068098,0.302,Low Priority,NO ALERT,Routine monitoring.
Ajmer,High,57.53,0.39930644729802034,0.786,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,99.52,-0.10674225400068098,0.303,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,81.45,1.9751363636363635,1.216,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,99.27,0.03862540716612378,0.339,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,99.51,0.014363095238095234,0.333,Low Priority,NO ALERT,Routine monitoring.
Kota,High,81.99,1.284656699889258,1.044,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,99.76,0.014363095238095234,0.333,Low Priority,NO ALERT,Routine monitoring.
Kota,High,79.72,1.284656699889258,1.041,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,99.23,0.014363095238095234,0.332,Low Priority,NO ALERT,Routine monitoring.
Kota,High,82.72,1.284656699889258,1.045,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,99.76,0.014363095238095234,0.333,Low Priority,NO ALERT,Routine monitoring.
Kota,High,79.47,1.284656699889258,1.04,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,99.78,0.014363095238095234,0.333,Low Priority,NO ALERT,Routine monitoring.
Kota,High,84.11,1.284656699889258,1.047,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,99.79,0.014363095238095234,0.333,Low Priority,NO ALERT,Routine monitoring.
Kota,High,81.57,1.284656699889258,1.044,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,Low,99.08,-0.0799698795180723,0.309,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.08,0.0779691448721716,0.348,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.08,-0.06095768439612107,0.313,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.08,-0.0799698795180723,0.309,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.08,0.0779691448721716,0.348,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.08,-0.06095768439612107,0.313,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.97,-0.0799698795180723,0.308,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.97,0.0779691448721716,0.348,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.97,-0.06095768439612107,0.313,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.97,-0.0799698795180723,0.308,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.97,0.0779691448721716,0.348,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.97,-0.06095768439612107,0.313,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.92,-0.0799698795180723,0.308,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.92,0.0779691448721716,0.348,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.92,-0.06095768439612107,0.313,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.97,-0.0799698795180723,0.308,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.97,0.0779691448721716,0.348,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.97,-0.06095768439612107,0.313,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.83,-0.0799698795180723,0.308,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.83,0.0779691448721716,0.348,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.83,-0.06095768439612107,0.313,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.83,-0.0799698795180723,0.308,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.83,0.0779691448721716,0.348,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.83,-0.06095768439612107,0.313,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.92,-0.0799698795180723,0.308,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.92,0.0779691448721716,0.348,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.92,-0.06095768439612107,0.313,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.97,-0.0799698795180723,0.308,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.97,0.0779691448721716,0.348,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.97,-0.06095768439612107,0.313,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.07,-0.0799698795180723,0.309,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.07,0.0779691448721716,0.348,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.07,-0.06095768439612107,0.313,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.07,-0.0799698795180723,0.309,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.07,0.0779691448721716,0.348,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.07,-0.06095768439612107,0.313,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,99.03,0.03768807339449541,0.338,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,99.03,0.017940174234831546,0.333,Low Priority,NO ALERT,Routine monitoring.
Jodhpur,High,86.01,0.6149900332225914,0.883,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jodhpur,Low,99.09,0.007611881962087175,0.331,Low Priority,NO ALERT,Routine monitoring.
Jodhpur,High,81.89,0.6149900332225914,0.877,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jodhpur,Low,99.61,0.007611881962087175,0.331,Low Priority,NO ALERT,Routine monitoring.
Kota,High,75.09,1.2819474020637385,1.033,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,High,75.61,1.2819474020637385,1.034,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Pali,High,81.23,0.4666488095238095,0.839,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Pali,Low,98.64,0.040124999999999994,0.338,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,98.9,0.09453121072475912,0.352,Low Priority,NO ALERT,Routine monitoring.
Bikaner,High,85.62,0.4473580211609951,0.84,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,Medium,90.64,0.17404718913587738,0.539,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Bikaner,High,84.07,0.4473580211609951,0.838,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,Medium,89.97,0.17404718913587738,0.538,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Ajmer,High,90.49,0.37577011494252877,0.83,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,90.24,0.37577011494252877,0.829,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,Low,98.82,0.07952380952380951,0.348,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,98.65,-0.05029622915155913,0.315,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,98.65,0.002833640978311021,0.329,Low Priority,NO ALERT,Routine monitoring.
Kota,Medium,90.64,0.23674273188740194,0.555,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Low,99.65,-0.05029622915155913,0.317,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,99.65,0.002833640978311021,0.33,Low Priority,NO ALERT,Routine monitoring.
Kota,Medium,94.07,0.23674273188740194,0.56,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Low,99.16,-0.05029622915155913,0.316,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,99.16,0.002833640978311021,0.329,Low Priority,NO ALERT,Routine monitoring.
Kota,Medium,92.79,0.23674273188740194,0.558,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Bikaner,High,80.75,1.7638817340830764,1.162,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,High,81.35,1.1648220370233793,1.013,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,Low,99.07,-0.020496644295302024,0.323,Low Priority,NO ALERT,Routine monitoring.
Bikaner,High,79.62,1.7638817340830764,1.16,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,High,80.68,1.1648220370233793,1.012,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,Low,98.27,-0.020496644295302024,0.322,Low Priority,NO ALERT,Routine monitoring.
Bikaner,High,85.09,1.7638817340830764,1.169,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,High,85.88,1.1648220370233793,1.02,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,Low,98.66,-0.020496644295302024,0.323,Low Priority,NO ALERT,Routine monitoring.
Bikaner,High,86.17,1.7638817340830764,1.17,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,High,87.02,1.1648220370233793,1.022,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,Low,98.42,-0.020496644295302024,0.323,Low Priority,NO ALERT,Routine monitoring.
Bikaner,High,81.09,1.7638817340830764,1.163,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,High,81.64,1.1648220370233793,1.014,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,Low,98.82,-0.020496644295302024,0.323,Low Priority,NO ALERT,Routine monitoring.
Bikaner,High,81.62,1.7638817340830764,1.163,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,High,82.32,1.1648220370233793,1.015,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,Low,98.69,-0.020496644295302024,0.323,Low Priority,NO ALERT,Routine monitoring.
Bikaner,High,79.66,1.7638817340830764,1.16,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,High,81.13,1.1648220370233793,1.013,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,Low,99.07,-0.020496644295302024,0.323,Low Priority,NO ALERT,Routine monitoring.
Bikaner,High,78.86,1.7638817340830764,1.159,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,High,80.66,1.1648220370233793,1.012,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,Low,98.53,-0.020496644295302024,0.323,Low Priority,NO ALERT,Routine monitoring.
Bikaner,High,85.25,1.7638817340830764,1.169,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,High,86.04,1.1648220370233793,1.02,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,Low,98.66,-0.020496644295302024,0.323,Low Priority,NO ALERT,Routine monitoring.
Bikaner,High,86.29,1.7638817340830764,1.17,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,High,87.14,1.1648220370233793,1.022,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
