visit_date,district,facility_type,total_visits,fever_cases,cough_cases,respiratory_cases,admission_count,icu_admissions,age_group,daily_growth_rate,7_day_moving_average,case_spike_flag
2023-01-21,Bharatpur,Clinic,237,109,88,25,13,0,36-50,1.53,104,1
2023-08-03,Jaipur,Hospital,155,75,50,34,23,3,51-65,2.95,74,1
2023-05-23,Kota,Hospital,202,78,50,52,1,0,65+,-0.07,73,0
2023-07-13,Alwar,Hospital,63,24,15,7,8,0,65+,-0.63,26,0
2023-05-04,Sikar,Clinic,57,15,9,13,4,0,19-35,-0.79,11,0
2023-01-20,Bikaner,Clinic,175,60,32,23,9,1,36-50,5.0,64,1
2023-08-28,Pali,Clinic,212,71,71,48,10,0,36-50,-0.24,68,0
2023-02-22,Alwar,Clinic,39,11,3,9,0,0,19-35,-0.54,10,0
2023-09-04,Ajmer,Clinic,251,80,38,57,15,2,36-50,1.86,79,1
2023-04-21,Pali,Clinic,121,34,17,26,8,0,51-65,-0.52,31,0
2023-12-06,Ajmer,Clinic,197,33,42,40,3,0,19-35,-0.59,32,0
2023-12-03,Alwar,Hospital,200,94,63,27,35,2,51-65,7.55,89,1
2023-07-12,Sikar,Hospital,280,60,72,69,15,3,0-18,3.0,57,1
2023-10-07,Pali,Clinic,53,10,19,13,0,0,36-50,-0.71,7,0
2023-09-01,Ajmer,Clinic,71,20,5,9,6,0,51-65,-0.39,20,0
2023-03-24,Sikar,Clinic,135,29,16,25,7,1,0-18,-0.52,30,0
2023-11-07,Bikaner,Clinic,265,49,95,23,1,0,65+,-0.18,51,0
2023-03-15,Jaipur,Clinic,208,88,3,20,6,0,65+,0.17,88,0
2023-07-04,Sikar,Clinic,153,60,41,23,8,0,51-65,1.07,60,1
2023-03-27,Alwar,Clinic,285,64,57,82,10,2,19-35,-0.32,59,0
2023-02-04,Bikaner,Clinic,206,83,4,6,15,2,19-35,0.69,82,1
2023-08-08,Kota,Hospital,269,93,75,63,12,2,0-18,0.19,88,0
2023-03-19,Sikar,Clinic,57,15,15,13,1,0,19-35,-0.75,18,0
2023-07-07,Udaipur,Hospital,213,49,66,13,18,2,51-65,1.04,45,1
2023-04-07,Ajmer,Hospital,94,44,15,9,9,0,0-18,1.2,41,1
2023-02-27,Ajmer,Hospital,268,81,67,44,16,2,0-18,0.84,80,1
2023-04-07,Jaipur,Hospital,93,39,26,23,10,0,0-18,-0.56,43,0
2023-04-04,Pali,Clinic,170,67,67,18,2,0,51-65,5.7,66,1
2023-04-23,Alwar,Hospital,172,60,25,23,13,2,65+,-0.06,58,0
2023-02-13,Sikar,Hospital,270,11,17,30,3,0,0-18,-0.27,7,0
2023-04-20,Sikar,Hospital,183,31,14,4,3,0,65+,1.82,28,1
2023-09-29,Alwar,Hospital,288,18,101,60,3,0,65+,-0.7,18,0
2023-12-02,Jaipur,Clinic,53,9,3,12,2,0,65+,-0.77,4,0
2023-02-21,Kota,Hospital,183,73,20,9,14,2,36-50,-0.22,76,0
2023-08-27,Udaipur,Clinic,179,26,34,38,2,0,65+,-0.47,22,0
2023-11-27,Ajmer,Clinic,290,37,15,74,6,0,36-50,-0.54,41,0
2023-12-20,Bharatpur,Hospital,48,16,8,6,5,0,51-65,-0.85,11,0
2023-09-01,Bharatpur,Clinic,101,42,4,24,9,1,0-18,1.62,42,1
2023-09-15,Sikar,Clinic,205,90,47,56,25,6,51-65,1.9,85,1
2023-04-15,Alwar,Clinic,97,37,3,23,11,2,51-65,1.06,35,1
2023-02-12,Jaipur,Clinic,167,27,54,44,9,0,0-18,2.0,23,1
2023-05-09,Alwar,Hospital,199,31,53,38,1,0,19-35,-0.16,27,0
2023-05-09,Alwar,Hospital,138,47,39,23,1,0,51-65,0.52,45,1
2023-11-20,Ajmer,Clinic,44,15,13,8,1,0,36-50,-0.59,18,0
2023-05-12,Alwar,Hospital,52,6,8,10,0,0,65+,-0.87,1,0
2023-11-17,Alwar,Clinic,89,17,19,5,1,0,65+,1.83,20,1
2023-01-27,Udaipur,Hospital,249,102,47,48,22,5,19-35,2.92,99,1
2023-09-06,Jaipur,Clinic,148,31,35,7,9,0,51-65,0.15,26,0
2023-12-15,Udaipur,Hospital,64,10,16,14,2,0,65+,-0.9,12,0
2023-07-06,Bikaner,Hospital,172,38,19,4,1,0,0-18,-0.54,42,0
2023-06-19,Udaipur,Hospital,65,6,17,2,0,0,19-35,-0.4,4,0
2023-12-17,Bikaner,Hospital,85,10,9,21,0,0,36-50,-0.74,11,0
2023-02-20,Bikaner,Clinic,84,7,4,19,1,0,51-65,-0.3,3,0
2023-06-21,Jodhpur,Clinic,99,5,29,3,1,0,51-65,-0.91,2,0
2023-03-16,Jodhpur,Hospital,31,9,3,6,1,0,19-35,0.8,13,1
2023-01-21,Jaipur,Hospital,78,26,11,18,3,0,36-50,-0.16,29,0
2023-06-27,Sikar,Hospital,107,23,8,12,1,0,51-65,-0.74,23,0
2023-10-31,Bharatpur,Hospital,274,75,50,18,18,1,0-18,0.79,72,1
2023-04-17,Sikar,Hospital,298,127,73,75,26,3,19-35,4.52,129,1
2023-01-19,Bharatpur,Clinic,62,24,3,15,0,0,65+,-0.68,22,0
2023-03-18,Alwar,Clinic,256,58,51,59,11,1,0-18,2.41,54,1
2023-10-08,Bharatpur,Clinic,213,77,77,42,24,3,51-65,2.21,75,1
2023-05-29,Bikaner,Clinic,299,27,86,87,6,0,51-65,2.86,28,1
2023-02-26,Udaipur,Clinic,126,20,31,20,7,0,0-18,2.33,21,1
2023-06-14,Bharatpur,Hospital,154,74,19,42,28,7,51-65,-0.04,69,0
2023-03-18,Jodhpur,Clinic,294,65,26,60,1,0,0-18,6.22,62,1
2023-09-23,Ajmer,Hospital,159,15,14,43,5,0,51-65,0.0,14,0
2023-02-04,Udaipur,Clinic,201,68,3,17,2,0,0-18,2.4,70,1
2023-10-26,Sikar,Clinic,151,42,31,36,11,0,36-50,-0.67,45,0
2023-05-08,Jaipur,Hospital,140,18,4,13,1,0,65+,-0.31,19,0
2023-11-07,Alwar,Clinic,181,87,67,31,26,5,19-35,0.5,84,1
2023-03-10,Alwar,Clinic,248,98,58,39,30,7,65+,0.13,94,0
2023-04-14,Jodhpur,Hospital,154,56,24,28,11,2,65+,-0.14,60,0
2023-07-04,Udaipur,Clinic,295,22,115,77,1,0,0-18,-0.68,23,0
2023-12-08,Kota,Hospital,151,47,37,30,4,0,19-35,-0.36,42,0
2023-12-30,Sikar,Clinic,33,10,11,2,2,0,0-18,-0.76,11,0
2023-01-18,Jodhpur,Clinic,207,95,70,18,4,0,0-18,0.7,91,1
2023-01-25,Bharatpur,Hospital,252,91,23,49,9,0,36-50,0.23,93,0
2023-01-09,Pali,Hospital,260,92,19,62,6,0,0-18,0.37,96,1
2023-03-04,Bikaner,Clinic,245,22,96,33,3,0,65+,-0.19,25,0
2023-01-13,Bikaner,Clinic,88,43,24,16,10,2,65+,0.95,47,1
2023-05-30,Jaipur,Clinic,128,5,19,33,0,0,51-65,-0.72,4,0
2023-07-02,Sikar,Clinic,95,18,7,23,3,0,65+,0.8,14,1
2023-12-30,Sikar,Clinic,126,33,22,32,5,0,36-50,0.83,29,1
2023-11-05,Bharatpur,Clinic,65,6,18,9,1,0,19-35,-0.93,5,0
2023-05-16,Pali,Hospital,38,14,3,2,3,0,19-35,-0.85,12,0
2023-09-24,Alwar,Hospital,290,108,101,6,38,3,51-65,0.1,112,0
2023-10-28,Bharatpur,Hospital,54,10,3,3,3,0,51-65,0.67,14,1
2023-12-03,Bharatpur,Clinic,171,64,34,37,17,2,51-65,5.4,67,1
2023-04-26,Sikar,Hospital,140,34,53,19,10,1,36-50,0.03,32,0
2023-11-08,Udaipur,Hospital,108,22,6,24,2,0,0-18,0.0,21,0
2023-06-01,Udaipur,Hospital,239,5,23,61,1,0,0-18,-0.77,9,0
2023-09-26,Bikaner,Clinic,119,23,35,14,1,0,65+,-0.47,20,0
2023-02-18,Sikar,Clinic,105,19,13,19,4,0,19-35,-0.44,16,0
2023-01-10,Bikaner,Hospital,61,5,21,15,0,0,0-18,-0.78,0,0
2023-12-11,Jaipur,Clinic,245,116,78,4,4,0,19-35,22.2,111,1
2023-02-01,Bikaner,Clinic,235,110,77,15,42,10,36-50,21.0,112,1
2023-09-16,Ajmer,Clinic,262,62,65,35,13,0,19-35,3.13,61,1
2023-08-06,Bharatpur,Hospital,285,45,41,58,8,1,0-18,-0.3,49,0
2023-06-23,Ajmer,Hospital,163,75,40,43,27,5,65+,0.21,78,0
2023-12-23,Alwar,Clinic,197,45,59,14,14,3,51-65,-0.58,47,0
2023-12-03,Jodhpur,Clinic,181,29,55,20,7,0,36-50,-0.69,25,0
2023-12-06,Pali,Hospital,289,26,107,41,4,0,0-18,0.86,22,1
2023-07-24,Jodhpur,Hospital,279,80,93,45,11,2,0-18,1.76,83,1
2023-11-02,Pali,Hospital,280,114,5,81,38,5,36-50,3.38,113,1
2023-04-14,Bikaner,Clinic,33,6,4,5,1,0,65+,-0.95,8,0
2023-09-09,Jaipur,Clinic,159,69,17,25,16,2,51-65,-0.41,70,0
2023-10-17,Jodhpur,Hospital,249,41,48,65,11,2,51-65,-0.49,45,0
2023-11-11,Bikaner,Hospital,147,15,29,12,2,0,0-18,1.5,12,1
2023-03-22,Pali,Clinic,50,20,4,8,7,0,19-35,-0.82,20,0
2023-11-25,Sikar,Hospital,139,47,39,29,17,2,65+,1.47,45,1
2023-02-23,Udaipur,Hospital,185,30,61,14,0,0,0-18,5.0,27,1
2023-09-08,Alwar,Clinic,208,66,40,53,14,1,0-18,0.47,66,1
2023-02-06,Jodhpur,Clinic,251,23,86,58,1,0,0-18,-0.44,22,0
2023-10-13,Ajmer,Clinic,43,20,15,6,6,0,36-50,-0.73,22,0
2023-07-05,Jaipur,Hospital,56,20,18,8,3,0,36-50,-0.71,22,0
2023-08-21,Sikar,Clinic,291,10,85,9,1,0,51-65,-0.79,9,0
2023-11-26,Bikaner,Clinic,262,103,38,19,6,0,65+,5.87,100,1
2023-02-10,Bharatpur,Hospital,231,25,9,6,1,0,51-65,-0.44,22,0
2023-09-12,Sikar,Hospital,35,16,6,6,1,0,36-50,0.6,15,1
2023-09-28,Sikar,Clinic,289,51,52,63,16,0,51-65,2.19,49,1
2023-07-16,Udaipur,Hospital,222,17,69,14,2,0,51-65,-0.43,19,0
2023-02-17,Jodhpur,Clinic,147,8,42,40,0,0,36-50,-0.65,8,0
2023-07-11,Kota,Hospital,196,82,5,36,29,6,0-18,0.74,81,1
2023-11-07,Jodhpur,Hospital,190,62,71,23,7,1,36-50,6.75,63,1
2023-07-14,Jodhpur,Clinic,239,50,10,42,1,0,36-50,-0.19,48,0
2023-08-21,Kota,Hospital,199,41,49,33,4,0,0-18,-0.5,43,0
2023-02-18,Bharatpur,Clinic,268,106,59,31,32,6,19-35,3.24,104,1
2023-11-22,Bikaner,Hospital,45,14,16,9,3,0,51-65,-0.86,13,0
2023-11-17,Jaipur,Hospital,156,53,7,34,16,1,0-18,1.65,53,1
2023-10-21,Udaipur,Hospital,244,98,33,62,14,0,65+,4.76,100,1
2023-06-01,Pali,Clinic,187,87,34,47,15,2,0-18,3.35,89,1
2023-03-19,Udaipur,Clinic,81,12,31,4,3,0,65+,-0.88,14,0
2023-08-18,Sikar,Clinic,257,52,56,57,6,0,65+,0.02,48,0
2023-10-06,Udaipur,Clinic,275,55,42,29,21,0,19-35,3.58,58,1
2023-12-07,Jodhpur,Clinic,209,83,48,17,8,0,65+,0.66,85,1
2023-07-16,Udaipur,Clinic,250,113,46,5,10,2,65+,1.05,111,1
2023-11-06,Alwar,Hospital,185,85,28,21,33,0,65+,0.29,81,1
2023-07-20,Bharatpur,Clinic,195,90,23,35,28,0,65+,-0.15,93,0
2023-07-17,Pali,Hospital,61,24,16,15,3,0,65+,-0.72,20,0
2023-05-11,Bharatpur,Hospital,38,5,9,3,0,0,65+,-0.94,9,0
2023-09-16,Pali,Clinic,202,9,35,17,1,0,19-35,-0.62,5,0
2023-11-07,Bikaner,Hospital,152,62,3,10,20,3,51-65,3.43,63,1
2023-04-10,Sikar,Hospital,68,7,6,17,1,0,36-50,-0.87,7,0
2023-03-30,Ajmer,Clinic,101,28,14,27,3,0,0-18,0.4,28,1
2023-11-07,Kota,Hospital,103,19,16,27,1,0,65+,-0.54,15,0
2023-05-29,Udaipur,Clinic,106,31,16,15,0,0,0-18,-0.73,30,0
2023-05-10,Udaipur,Clinic,202,63,10,27,24,6,19-35,1.03,60,1
2023-06-08,Jaipur,Clinic,70,10,15,16,0,0,36-50,-0.81,12,0
2023-06-13,Bharatpur,Clinic,51,6,11,3,1,0,19-35,0.2,3,0
2023-05-27,Udaipur,Hospital,200,10,30,4,3,0,0-18,-0.84,6,0
2023-03-12,Pali,Clinic,248,65,33,46,14,0,0-18,6.22,67,1
2023-10-21,Jaipur,Hospital,123,57,46,23,0,0,51-65,4.7,55,1
2023-06-22,Alwar,Hospital,36,7,7,5,1,0,36-50,-0.92,9,0
2023-04-18,Jodhpur,Hospital,236,38,59,8,0,0,36-50,-0.54,36,0
2023-12-28,Jodhpur,Hospital,197,94,16,29,10,1,51-65,1.47,93,1
2023-09-29,Bikaner,Clinic,103,13,13,3,2,0,65+,-0.79,13,0
2023-03-21,Bharatpur,Hospital,185,75,66,11,6,0,19-35,11.5,73,1
2023-10-15,Jodhpur,Clinic,229,39,10,60,3,0,19-35,-0.59,38,0
2023-12-23,Bikaner,Clinic,214,36,73,29,10,0,51-65,1.77,36,1
2023-01-22,Jaipur,Clinic,117,37,3,15,5,0,0-18,-0.35,39,0
2023-01-08,Ajmer,Clinic,64,22,11,9,4,0,51-65,-0.21,25,0
2023-10-08,Ajmer,Clinic,56,6,4,15,0,0,0-18,-0.73,1,0
2023-10-28,Bikaner,Clinic,177,57,47,49,17,3,0-18,0.58,52,1
2023-06-12,Bikaner,Clinic,235,103,33,60,19,0,51-65,0.81,102,1
2023-07-21,Ajmer,Hospital,117,28,13,29,0,0,0-18,3.67,30,1
2023-08-01,Bharatpur,Clinic,150,24,53,24,5,0,0-18,-0.68,23,0
2023-04-01,Kota,Hospital,224,44,40,51,1,0,19-35,1.32,40,1
2023-09-01,Ajmer,Hospital,210,43,72,12,9,0,51-65,0.54,38,1
2023-04-17,Pali,Clinic,276,17,103,54,2,0,65+,-0.74,16,0
2023-01-11,Alwar,Hospital,98,43,10,20,0,0,0-18,5.14,39,1
2023-06-16,Bharatpur,Hospital,156,27,22,45,0,0,65+,0.12,30,0
2023-12-09,Alwar,Hospital,56,10,9,10,0,0,19-35,-0.77,14,0
2023-05-30,Kota,Hospital,146,64,7,6,1,0,0-18,0.45,68,1
2023-02-05,Bharatpur,Hospital,109,5,10,25,1,0,19-35,-0.81,0,0
2023-05-16,Kota,Hospital,59,18,20,6,2,0,0-18,-0.72,13,0
2023-07-16,Jaipur,Clinic,276,94,26,66,16,0,0-18,1.54,90,1
2023-12-02,Kota,Hospital,222,36,86,34,11,2,19-35,1.0,39,1
2023-10-26,Kota,Clinic,48,20,8,6,2,0,51-65,-0.44,15,0
2023-10-29,Jodhpur,Hospital,37,7,5,10,0,0,0-18,-0.82,4,0
2023-03-05,Pali,Hospital,118,52,35,11,14,2,51-65,2.06,48,1
2023-10-20,Pali,Clinic,120,24,7,13,2,0,36-50,-0.54,24,0
2023-10-20,Udaipur,Clinic,225,111,89,30,13,0,51-65,10.1,112,1
2023-06-26,Udaipur,Hospital,145,59,23,24,16,1,0-18,-0.47,57,0
2023-07-23,Pali,Clinic,196,77,8,14,17,1,51-65,2.21,76,1
2023-06-18,Ajmer,Hospital,139,56,36,32,1,0,19-35,0.3,52,1
2023-04-28,Alwar,Clinic,65,6,25,12,1,0,0-18,-0.4,2,0
2023-05-01,Udaipur,Hospital,97,28,12,24,1,0,51-65,-0.53,29,0
2023-09-12,Kota,Hospital,96,14,3,16,3,0,0-18,-0.3,9,0
2023-07-30,Bharatpur,Hospital,83,19,31,16,4,0,19-35,2.8,19,1
2023-03-06,Sikar,Hospital,64,22,24,5,1,0,0-18,2.14,25,1
2023-08-26,Bharatpur,Clinic,148,17,57,23,0,0,65+,-0.11,15,0
2023-06-20,Sikar,Hospital,248,22,8,19,6,0,51-65,0.0,25,0
2023-05-04,Bharatpur,Clinic,231,10,24,45,1,0,65+,-0.41,9,0
2023-11-12,Kota,Clinic,132,58,23,14,0,0,0-18,3.14,56,1
2023-03-24,Kota,Hospital,172,76,34,34,0,0,51-65,0.31,77,1
2023-10-10,Alwar,Clinic,198,97,26,18,17,3,0-18,15.17,99,1
2023-07-18,Udaipur,Clinic,276,83,92,60,22,3,19-35,1.96,80,1
2023-10-17,Alwar,Hospital,59,27,14,8,1,0,0-18,-0.72,25,0
2023-08-26,Udaipur,Clinic,278,96,91,44,12,0,19-35,0.16,99,0
2023-04-26,Bharatpur,Hospital,266,106,91,22,8,1,19-35,9.6,110,1
2023-01-08,Sikar,Clinic,80,17,6,15,4,0,0-18,-0.23,13,0
2023-12-17,Udaipur,Hospital,38,18,4,10,4,0,51-65,-0.81,21,0
2023-12-25,Pali,Hospital,94,33,22,4,9,0,65+,-0.57,32,0
2023-03-06,Ajmer,Hospital,135,25,8,36,3,0,65+,-0.55,20,0
2023-07-14,Sikar,Clinic,247,98,23,58,20,0,36-50,4.76,100,1
2023-08-23,Bikaner,Hospital,56,17,8,7,2,0,36-50,-0.83,16,0
2023-05-28,Jaipur,Hospital,128,18,10,16,1,0,0-18,-0.81,21,0
2023-10-07,Udaipur,Clinic,146,63,15,11,9,0,51-65,2.5,62,1
2023-07-26,Kota,Clinic,92,36,20,7,13,1,0-18,-0.53,31,0
2023-05-20,Jodhpur,Hospital,81,18,24,3,2,0,0-18,1.57,18,1
2023-11-02,Bikaner,Clinic,108,23,40,29,7,0,51-65,0.35,27,1
2023-05-03,Jaipur,Hospital,225,81,54,41,25,5,19-35,3.5,83,1
2023-07-14,Bikaner,Hospital,290,55,94,10,20,4,51-65,1.39,59,1
2023-02-21,Bikaner,Clinic,128,51,44,29,12,0,19-35,-0.07,48,0
2023-09-26,Sikar,Hospital,276,97,15,75,15,2,36-50,-0.01,96,0
2023-07-02,Bharatpur,Clinic,117,8,22,30,2,0,65+,-0.92,7,0
2023-09-18,Jaipur,Clinic,37,5,12,10,0,0,65+,-0.94,7,0
2023-03-13,Kota,Clinic,228,85,39,26,26,3,65+,1.36,89,1
2023-08-24,Sikar,Clinic,73,21,27,13,2,0,19-35,-0.78,24,0
2023-02-18,Udaipur,Clinic,37,8,9,5,1,0,65+,-0.87,7,0
2023-05-15,Udaipur,Clinic,69,14,18,11,1,0,36-50,0.75,13,1
2023-06-29,Udaipur,Clinic,294,107,95,53,15,1,19-35,6.64,102,1
2023-08-06,Bikaner,Hospital,130,33,19,29,2,0,51-65,-0.35,35,0
2023-06-18,Bharatpur,Hospital,196,58,52,18,1,0,36-50,6.25,58,1
2023-04-02,Bikaner,Hospital,105,21,39,14,5,0,51-65,-0.36,24,0
2023-08-06,Jaipur,Hospital,91,31,10,26,3,0,36-50,5.2,32,1
2023-03-30,Sikar,Clinic,45,19,6,8,3,0,65+,-0.1,15,0
2023-11-15,Kota,Clinic,115,46,28,15,4,0,19-35,-0.46,46,0
2023-01-16,Bikaner,Clinic,267,30,65,8,4,0,51-65,0.43,27,1
2023-08-17,Ajmer,Clinic,68,22,20,2,6,0,36-50,-0.12,20,0
2023-12-05,Pali,Clinic,217,106,62,15,30,0,65+,2.21,103,1
2023-01-02,Ajmer,Clinic,153,25,7,32,7,1,65+,0.14,27,0
2023-05-24,Udaipur,Hospital,89,19,22,3,6,0,51-65,-0.82,17,0
2023-06-29,Ajmer,Clinic,193,59,20,44,22,2,0-18,1.36,55,1
2023-04-24,Jodhpur,Hospital,67,13,3,15,1,0,19-35,-0.28,11,0
2023-04-08,Kota,Hospital,232,62,30,19,9,1,36-50,0.35,62,1
2023-01-08,Bikaner,Hospital,79,21,23,2,5,0,36-50,-0.3,18,0
2023-09-22,Jodhpur,Clinic,154,57,53,41,12,2,19-35,3.38,55,1
2023-01-07,Alwar,Clinic,90,41,26,20,4,0,65+,0.52,43,1
2023-01-10,Pali,Hospital,271,65,104,8,11,1,65+,-0.39,68,0
2023-01-31,Sikar,Hospital,274,38,78,49,3,0,36-50,1.0,40,1
2023-06-12,Kota,Hospital,262,91,24,13,8,0,51-65,0.47,90,1
2023-07-02,Bharatpur,Hospital,38,5,10,9,1,0,0-18,-0.91,4,0
2023-06-19,Kota,Hospital,45,6,11,2,1,0,0-18,-0.93,2,0
2023-11-20,Kota,Hospital,212,87,45,9,12,1,51-65,13.5,90,1
2023-11-05,Alwar,Hospital,62,27,21,8,0,0,0-18,-0.34,22,0
2023-07-20,Alwar,Hospital,263,21,31,73,3,0,65+,-0.22,17,0
2023-07-23,Ajmer,Hospital,274,84,52,18,16,1,65+,0.42,79,1
2023-11-20,Bharatpur,Hospital,232,26,45,34,9,1,0-18,4.2,21,1
2023-01-18,Kota,Hospital,233,33,89,23,9,1,36-50,-0.62,32,0
2023-02-08,Bikaner,Clinic,223,46,49,39,12,1,19-35,1.19,48,1
2023-06-07,Alwar,Hospital,99,42,16,12,13,1,0-18,1.0,44,1
2023-06-27,Jodhpur,Hospital,61,24,8,17,4,0,0-18,-0.58,20,0
2023-07-11,Sikar,Clinic,106,17,32,6,0,0,0-18,-0.55,13,0
2023-08-06,Bikaner,Clinic,82,37,11,22,6,0,51-65,-0.2,32,0
2023-01-15,Udaipur,Hospital,270,5,14,18,0,0,65+,-0.74,4,0
2023-08-21,Udaipur,Clinic,165,16,36,41,0,0,19-35,2.2,16,1
2023-09-11,Alwar,Hospital,163,74,63,41,23,2,36-50,0.76,69,1
2023-03-08,Sikar,Hospital,118,58,33,28,12,1,36-50,2.41,56,1
2023-02-25,Alwar,Clinic,227,16,7,57,1,0,51-65,-0.78,11,0
2023-12-21,Udaipur,Hospital,266,34,31,39,9,1,51-65,1.12,32,1
2023-09-02,Bikaner,Clinic,82,5,16,19,1,0,36-50,-0.86,3,0
2023-02-13,Alwar,Clinic,150,74,42,12,10,1,51-65,3.62,73,1
2023-07-06,Ajmer,Hospital,92,30,19,10,0,0,51-65,-0.64,26,0
2023-06-15,Bharatpur,Hospital,274,19,96,36,4,0,65+,-0.27,22,0
2023-04-24,Bharatpur,Clinic,146,44,42,3,13,2,65+,1.32,44,1
2023-09-02,Jodhpur,Clinic,31,6,8,5,1,0,51-65,-0.75,7,0
2023-08-03,Bikaner,Clinic,267,38,81,72,1,0,19-35,6.6,37,1
2023-11-03,Pali,Clinic,278,50,90,32,2,0,65+,-0.23,47,0
2023-07-28,Bikaner,Clinic,96,30,12,19,3,0,51-65,-0.21,32,0
2023-06-14,Alwar,Hospital,135,63,25,22,2,0,65+,-0.15,62,0
2023-05-26,Jaipur,Hospital,72,26,11,17,3,0,65+,-0.16,25,0
2023-10-16,Udaipur,Hospital,145,65,18,15,24,6,51-65,0.91,67,1
2023-05-21,Jodhpur,Clinic,65,19,14,15,1,0,19-35,2.17,17,1
2023-09-25,Udaipur,Hospital,185,71,50,12,6,0,0-18,0.09,70,0
2023-08-04,Pali,Clinic,250,124,94,57,35,6,36-50,1.48,128,1
2023-05-04,Ajmer,Clinic,64,23,12,16,3,0,65+,-0.23,22,0
2023-06-21,Bharatpur,Hospital,203,36,15,23,11,2,19-35,-0.18,33,0
2023-05-17,Ajmer,Hospital,183,9,57,34,2,0,36-50,-0.61,4,0
2023-07-30,Alwar,Clinic,193,75,76,35,20,2,51-65,0.19,73,0
2023-08-27,Jodhpur,Hospital,170,27,39,21,6,0,36-50,0.42,26,1
2023-04-07,Sikar,Hospital,88,22,27,20,7,1,19-35,-0.62,25,0
2023-10-25,Alwar,Clinic,75,7,13,8,0,0,36-50,-0.91,8,0
2023-07-25,Ajmer,Hospital,268,44,34,73,6,0,0-18,3.89,40,1
2023-02-06,Jodhpur,Hospital,98,39,36,17,3,0,65+,0.44,35,1
2023-06-17,Kota,Clinic,73,10,18,15,1,0,36-50,-0.7,12,0
2023-06-09,Pali,Clinic,85,14,15,6,1,0,65+,-0.89,14,0
2023-09-16,Jaipur,Hospital,223,18,78,62,1,0,0-18,-0.31,17,0
2023-05-26,Pali,Clinic,291,69,96,19,1,0,51-65,3.93,67,1
2023-12-20,Bharatpur,Clinic,110,47,22,22,2,0,65+,0.31,50,1
2023-11-03,Jaipur,Clinic,233,106,18,2,12,0,36-50,4.89,110,1
2023-06-05,Jaipur,Clinic,257,87,90,17,12,2,65+,-0.18,85,0
2023-06-27,Ajmer,Clinic,204,22,54,13,2,0,0-18,-0.5,25,0
2023-03-02,Ajmer,Hospital,165,35,33,42,9,1,51-65,0.59,39,1
2023-05-21,Sikar,Hospital,75,8,10,5,1,0,51-65,-0.64,7,0
2023-03-30,Bikaner,Hospital,176,13,6,36,1,0,51-65,-0.57,13,0
2023-11-07,Ajmer,Clinic,116,12,40,18,1,0,36-50,-0.66,9,0
2023-07-27,Udaipur,Hospital,211,58,70,46,1,0,51-65,-0.18,60,0
2023-01-22,Bikaner,Clinic,140,14,33,40,3,0,19-35,0.08,16,0
2023-11-22,Jaipur,Clinic,243,48,87,13,5,0,36-50,-0.45,51,0
2023-07-19,Ajmer,Clinic,232,8,42,36,1,0,36-50,-0.33,5,0
2023-02-27,Sikar,Clinic,49,11,10,5,3,0,51-65,0.38,15,1
2023-06-19,Udaipur,Hospital,82,12,15,21,1,0,65+,-0.79,16,0
2023-09-03,Alwar,Hospital,209,103,61,43,9,1,0-18,13.71,103,1
2023-07-11,Bharatpur,Clinic,242,110,17,30,20,3,36-50,1.34,113,1
2023-08-15,Pali,Clinic,174,10,54,46,0,0,0-18,-0.86,7,0
2023-11-24,Udaipur,Clinic,224,111,68,26,9,0,19-35,8.25,112,1
2023-06-18,Jodhpur,Hospital,203,77,6,54,18,4,19-35,0.97,75,1
2023-11-25,Bikaner,Clinic,278,118,68,59,45,8,65+,7.43,118,1
2023-09-27,Udaipur,Clinic,100,9,19,8,0,0,36-50,-0.92,10,0
2023-12-02,Ajmer,Clinic,263,33,9,59,3,0,65+,3.12,32,1
2023-12-02,Pali,Hospital,95,46,11,13,7,1,0-18,3.6,45,1
2023-03-29,Jaipur,Clinic,121,18,31,5,5,0,51-65,-0.62,19,0
2023-06-05,Pali,Hospital,266,64,60,32,12,0,19-35,0.39,67,1
2023-01-22,Udaipur,Clinic,227,20,66,15,4,0,0-18,1.22,24,1
2023-08-21,Jodhpur,Hospital,72,8,20,18,2,0,36-50,-0.9,5,0
2023-12-15,Bharatpur,Clinic,38,16,4,9,4,0,0-18,-0.85,20,0
2023-03-20,Bharatpur,Clinic,127,17,5,23,3,0,0-18,0.06,15,0
2023-12-27,Jaipur,Clinic,191,81,50,19,31,2,51-65,3.5,83,1
2023-03-11,Pali,Hospital,110,39,8,30,4,0,51-65,-0.39,39,0
2023-04-06,Jaipur,Hospital,64,23,13,9,1,0,19-35,-0.72,24,0
2023-11-21,Sikar,Clinic,182,58,50,11,2,0,36-50,4.27,60,1
2023-04-12,Jodhpur,Clinic,231,87,12,22,9,0,19-35,9.88,89,1
2023-11-12,Alwar,Hospital,114,42,42,24,2,0,36-50,-0.59,45,0
2023-11-29,Jaipur,Clinic,43,17,12,6,2,0,19-35,-0.26,16,0
2023-03-11,Udaipur,Hospital,78,28,11,12,6,0,51-65,0.4,23,1
2023-02-01,Kota,Hospital,216,70,11,3,12,1,19-35,6.0,73,1
2023-05-11,Jodhpur,Hospital,186,22,51,50,3,0,0-18,-0.75,20,0
2023-12-24,Udaipur,Hospital,46,12,3,11,3,0,0-18,-0.57,13,0
2023-06-07,Bikaner,Clinic,269,130,11,37,27,4,65+,0.1,126,0
