date,district,avg_temperature,rainfall,humidity,temperature_deviation,rainfall_deviation,weather_risk_index
2023-10-24,Bharatpur,32.86,17.99,48.41,2.86,-22.01,0.28
2023-01-14,Udaipur,23.5,1.72,79.93,3.5,-3.28,0.37
2023-09-12,Jaipur,34.02,71.28,80.47,4.02,31.28,0.57
2023-09-08,Bharatpur,28.27,32.22,70.48,-1.73,-7.78,0.39
2023-03-12,Jaipur,44.01,11.36,66.74,6.51,6.36,0.38
2023-02-19,Kota,24.82,8.25,43.17,4.82,3.25,0.26
2023-09-06,Alwar,34.17,66.75,63.76,4.17,26.75,0.49
2023-04-12,Udaipur,38.63,11.57,56.18,1.13,6.57,0.27
2023-06-20,Pali,34.23,14.02,80.76,-3.27,9.02,0.4
2023-02-16,Sikar,23.32,13.86,87.66,3.32,8.86,0.43
2023-02-05,Jodhpur,19.97,4.4,37.74,-0.03,-0.6,0.16
2023-01-18,Alwar,24.78,9.21,78.32,4.78,4.21,0.4
2023-10-26,Jodhpur,26.81,64.84,47.51,-3.19,24.84,0.41
2023-05-08,Alwar,38.73,7.39,88.42,1.23,2.39,0.39
2023-10-26,Udaipur,29.94,83.9,49.9,-0.06,43.9,0.42
2023-11-26,Alwar,30.09,87.59,35.89,0.09,47.59,0.38
2023-04-01,Udaipur,37.72,6.1,74.84,0.22,1.1,0.32
2023-05-17,Bikaner,36.48,3.84,88.57,-1.02,-1.16,0.38
2023-02-22,Pali,18.25,8.89,69.43,-1.75,3.89,0.32
2023-11-27,Sikar,26.04,49.65,72.18,-3.96,9.65,0.47
2023-11-05,Bharatpur,31.0,15.36,88.82,1.0,-24.64,0.41
2023-12-18,Bikaner,15.18,3.34,65.59,-4.82,-1.66,0.34
2023-11-09,Udaipur,30.23,80.93,80.39,0.23,40.93,0.54
2023-04-24,Bharatpur,34.96,12.57,63.02,-2.54,7.57,0.32
2023-01-25,Bharatpur,23.97,14.61,39.55,3.97,9.61,0.25
2023-10-28,Bharatpur,29.61,14.53,59.88,-0.39,-25.47,0.28
2023-10-17,Alwar,29.79,22.55,42.45,-0.21,-17.45,0.23
2023-05-11,Bharatpur,41.78,12.14,60.52,4.28,7.14,0.33
2023-07-04,Bikaner,34.33,72.88,79.98,4.33,32.88,0.57
2023-07-05,Udaipur,33.02,115.94,55.92,3.02,75.94,0.57
2023-01-11,Pali,19.85,5.73,77.97,-0.15,0.73,0.33
2023-10-25,Ajmer,29.9,113.72,76.3,-0.1,73.72,0.61
2023-12-18,Alwar,24.93,11.91,65.18,4.93,6.91,0.36
2023-12-07,Pali,15.37,14.06,71.8,-4.63,9.06,0.39
2023-08-09,Sikar,33.61,89.62,42.22,3.61,49.62,0.46
2023-10-30,Alwar,29.69,10.5,60.05,-0.31,-29.5,0.27
2023-11-13,Pali,26.18,21.51,38.93,-3.82,-18.49,0.26
2023-01-24,Udaipur,15.46,14.58,88.13,-4.54,9.58,0.45
2023-05-23,Alwar,30.85,9.85,35.81,-6.65,4.85,0.26
2023-09-14,Ajmer,28.1,81.3,43.87,-1.9,41.3,0.42
2023-09-27,Bikaner,31.0,111.62,85.44,1.0,71.62,0.65
2023-06-20,Bharatpur,36.31,9.57,47.57,-1.19,4.57,0.23
2023-07-18,Bharatpur,30.8,118.16,76.98,0.8,78.16,0.63
2023-12-25,Pali,18.94,14.97,41.51,-1.06,9.97,0.22
2023-04-24,Udaipur,36.35,1.07,49.1,-1.15,-3.93,0.21
2023-08-12,Pali,33.89,17.18,58.74,3.89,-22.82,0.33
2023-04-20,Jodhpur,43.9,8.69,87.33,6.4,3.69,0.46
2023-11-23,Pali,29.85,117.44,46.02,-0.15,77.44,0.5
2023-01-29,Jodhpur,17.62,13.27,69.9,-2.38,8.27,0.35
2023-11-26,Bharatpur,33.89,13.48,63.05,3.89,-26.52,0.34
2023-11-03,Ajmer,26.33,31.42,82.13,-3.67,-8.58,0.46
2023-07-15,Bharatpur,28.83,53.19,70.09,-1.17,13.19,0.44
2023-01-31,Udaipur,15.68,7.53,82.86,-4.32,2.53,0.41
2023-07-08,Udaipur,30.93,38.82,38.3,0.93,-1.18,0.27
2023-02-03,Alwar,16.42,11.49,43.15,-3.58,6.49,0.25
2023-07-24,Alwar,34.7,17.52,60.44,4.7,-22.48,0.35
2023-10-28,Sikar,30.06,95.3,44.46,0.06,55.3,0.43
2023-08-30,Jodhpur,30.05,43.62,50.31,0.05,3.62,0.32
2023-07-26,Pali,33.22,9.17,69.7,3.22,-30.83,0.35
2023-07-24,Jaipur,26.54,54.43,60.6,-3.46,14.43,0.43
2023-05-15,Jaipur,43.31,1.93,38.97,5.81,-3.07,0.24
2023-02-22,Jaipur,17.28,13.89,71.99,-2.72,8.89,0.36
2023-09-20,Pali,30.91,23.54,35.93,0.91,-16.46,0.22
2023-11-22,Ajmer,25.74,44.15,42.62,-4.26,4.15,0.35
2023-07-16,Jaipur,28.41,26.41,66.1,-1.59,-13.59,0.36
2023-12-12,Ajmer,17.26,6.75,60.55,-2.74,1.75,0.3
2023-03-14,Udaipur,42.48,0.9,85.49,4.98,-4.1,0.41
2023-12-03,Bikaner,16.22,7.39,85.29,-3.78,2.39,0.41
2023-03-06,Pali,30.29,9.77,61.35,-7.21,4.77,0.37
2023-02-14,Sikar,18.11,13.34,52.65,-1.89,8.34,0.27
2023-09-11,Alwar,26.63,66.3,69.52,-3.37,26.3,0.5
2023-05-26,Pali,30.61,2.55,38.33,-6.89,-2.45,0.25
2023-02-01,Udaipur,22.99,2.52,44.28,2.99,-2.48,0.22
2023-03-05,Jodhpur,42.05,0.22,68.12,4.55,-4.78,0.33
2023-06-04,Jodhpur,37.03,13.49,51.29,-0.47,8.49,0.25
2023-01-21,Sikar,22.12,8.37,51.64,2.12,3.37,0.26
2023-04-18,Bharatpur,42.6,7.8,73.89,5.1,2.8,0.38
2023-07-20,Bikaner,33.82,99.0,45.64,3.82,59.0,0.5
2023-10-08,Jodhpur,31.89,52.3,68.39,1.89,12.3,0.44
2023-07-09,Udaipur,31.79,24.78,66.94,1.79,-15.22,0.36
2023-06-30,Udaipur,43.48,0.16,86.21,5.98,-4.84,0.43
2023-03-03,Ajmer,34.8,5.28,86.54,-2.7,0.28,0.4
2023-12-04,Pali,21.83,10.01,80.77,1.83,5.01,0.37
2023-11-25,Bharatpur,29.07,57.12,62.18,-0.93,17.12,0.41
2023-08-08,Ajmer,34.4,23.3,77.89,4.4,-16.7,0.43
2023-10-22,Pali,34.01,57.96,57.58,4.01,17.96,0.44
2023-06-03,Udaipur,40.65,12.89,76.81,3.15,7.89,0.38
2023-11-11,Jodhpur,32.33,83.05,74.06,2.33,43.05,0.55
2023-04-05,Ajmer,41.2,10.58,55.39,3.7,5.58,0.3
2023-04-01,Udaipur,44.97,11.45,35.63,7.47,6.45,0.27
2023-10-22,Jaipur,32.84,94.38,73.32,2.84,54.38,0.58
2023-02-01,Jodhpur,21.98,13.69,88.92,1.98,8.69,0.42
2023-03-23,Sikar,30.95,2.77,55.91,-6.55,-2.23,0.32
2023-12-27,Udaipur,16.78,5.47,60.34,-3.22,0.47,0.3
2023-06-22,Alwar,37.93,8.6,76.41,0.43,3.6,0.33
2023-06-22,Bharatpur,30.68,2.48,36.34,-6.82,-2.52,0.24
2023-10-13,Alwar,34.36,55.7,56.56,4.36,15.7,0.43
2023-07-04,Bikaner,33.93,49.99,55.88,3.93,9.99,0.41
2023-11-03,Jaipur,34.38,29.82,60.76,4.38,-10.18,0.38
2023-06-16,Kota,33.69,5.18,37.06,-3.81,0.18,0.21
2023-05-23,Kota,30.29,9.34,39.75,-7.21,4.34,0.28
2023-03-24,Udaipur,39.86,9.84,54.29,2.36,4.84,0.27
2023-10-06,Pali,32.51,10.3,67.2,2.51,-29.7,0.33
2023-12-24,Udaipur,19.33,0.66,57.32,-0.67,-4.34,0.24
2023-08-29,Jaipur,25.93,35.79,84.95,-4.07,-4.21,0.49
2023-02-26,Jaipur,18.46,12.02,59.46,-1.54,7.02,0.29
2023-06-28,Kota,33.95,14.43,59.81,-3.55,9.43,0.33
2023-01-02,Pali,18.69,7.62,38.03,-1.31,2.62,0.19
2023-03-19,Ajmer,40.28,14.13,80.77,2.78,9.13,0.4
2023-06-27,Bharatpur,36.5,2.22,80.89,-1.0,-2.78,0.34
2023-08-13,Alwar,29.56,30.13,50.96,-0.44,-9.87,0.29
2023-09-14,Kota,25.3,36.26,67.38,-4.7,-3.74,0.43
2023-07-24,Kota,33.11,10.02,72.05,3.11,-29.98,0.36
2023-01-02,Udaipur,24.57,10.19,36.91,4.57,5.19,0.24
2023-11-24,Udaipur,25.41,15.24,57.23,-4.59,-24.76,0.33
2023-04-18,Jaipur,41.76,9.28,81.69,4.26,4.28,0.41
2023-06-10,Jaipur,36.54,9.08,54.66,-0.96,4.08,0.26
2023-03-24,Sikar,37.13,12.5,73.14,-0.37,7.5,0.33
2023-06-07,Alwar,44.55,0.65,50.48,7.05,-4.35,0.3
2023-11-23,Bharatpur,33.9,82.88,67.37,3.9,42.88,0.54
2023-12-24,Sikar,15.15,1.17,88.38,-4.85,-3.83,0.42
2023-06-12,Ajmer,33.45,3.16,83.17,-4.05,-1.84,0.4
2023-05-29,Bikaner,35.76,3.45,55.16,-1.74,-1.55,0.25
2023-01-05,Jodhpur,22.4,1.01,77.37,2.4,-3.99,0.34
2023-12-10,Udaipur,24.87,4.63,67.57,4.87,-0.37,0.35
2023-02-17,Jodhpur,21.53,8.85,68.01,1.53,3.85,0.32
2023-04-22,Bikaner,43.14,10.67,86.13,5.64,5.67,0.45
2023-12-26,Jodhpur,24.77,9.02,71.81,4.77,4.02,0.37
2023-01-21,Ajmer,21.97,1.16,37.37,1.97,-3.84,0.18
2023-10-21,Udaipur,27.88,13.52,53.47,-2.12,-26.48,0.28
2023-07-25,Pali,28.91,75.14,62.83,-1.09,35.14,0.47
2023-12-20,Ajmer,18.77,5.34,37.39,-1.23,0.34,0.18
2023-06-23,Jaipur,30.34,7.21,55.24,-7.16,2.21,0.34
2023-08-22,Alwar,34.8,57.01,56.92,4.8,17.01,0.44
2023-08-28,Ajmer,34.9,94.6,70.09,4.9,54.6,0.6
2023-05-17,Alwar,44.34,12.5,69.02,6.84,7.5,0.4
2023-05-14,Pali,37.22,8.91,63.54,-0.28,3.91,0.28
2023-07-28,Udaipur,33.81,21.0,86.0,3.81,-19.0,0.45
2023-07-02,Bharatpur,30.75,35.07,86.54,0.75,-4.93,0.45
2023-12-17,Kota,15.19,4.22,80.63,-4.81,-0.78,0.4
2023-07-20,Bharatpur,25.96,16.92,83.53,-4.04,-23.08,0.43
2023-11-05,Sikar,33.36,25.02,87.24,3.36,-14.98,0.46
2023-09-05,Pali,25.78,34.86,81.56,-4.22,-5.14,0.48
2023-03-10,Sikar,33.17,6.67,56.08,-4.33,1.67,0.3
2023-05-17,Jodhpur,38.6,12.77,45.39,1.1,7.77,0.23
2023-01-10,Bikaner,18.3,0.12,45.5,-1.7,-4.88,0.2
2023-04-24,Bikaner,39.05,1.21,46.88,1.55,-3.79,0.21
2023-02-20,Jaipur,18.47,1.5,86.33,-1.53,-3.5,0.37
2023-06-25,Sikar,34.88,4.65,68.14,-2.62,-0.35,0.32
2023-11-14,Alwar,28.37,106.03,67.41,-1.63,66.03,0.57
2023-11-05,Bikaner,29.36,9.69,70.07,-0.64,-30.31,0.31
2023-12-02,Udaipur,15.39,8.57,82.4,-4.61,3.57,0.41
2023-03-13,Udaipur,33.04,5.43,80.72,-4.46,0.43,0.4
2023-05-17,Kota,30.42,8.91,72.86,-7.08,3.91,0.41
2023-09-08,Sikar,30.3,100.22,48.25,0.3,60.22,0.46
2023-12-12,Alwar,22.62,11.91,60.93,2.62,6.91,0.31
2023-04-14,Bikaner,38.73,12.74,78.81,1.23,7.74,0.37
2023-01-18,Bharatpur,17.03,14.13,62.66,-2.97,9.13,0.33
2023-08-28,Bharatpur,34.48,24.28,46.56,4.48,-15.72,0.31
2023-02-27,Udaipur,16.39,8.06,55.79,-3.61,3.06,0.29
2023-05-31,Ajmer,39.93,4.29,62.39,2.43,-0.71,0.29
2023-03-02,Pali,41.91,6.37,40.63,4.41,1.37,0.24
2023-04-28,Alwar,43.08,5.23,45.76,5.58,0.23,0.27
2023-06-26,Pali,31.21,9.24,39.1,-6.29,4.24,0.26
2023-11-03,Kota,27.87,18.77,66.85,-2.13,-21.23,0.35
2023-05-09,Ajmer,44.82,4.53,78.05,7.32,-0.47,0.42
2023-11-21,Jaipur,29.87,103.29,67.28,-0.13,63.29,0.55
2023-01-20,Alwar,21.86,14.96,62.74,1.86,9.96,0.32
2023-04-18,Pali,43.2,14.07,66.12,5.7,9.07,0.38
2023-04-06,Alwar,31.74,5.57,45.45,-5.76,0.57,0.27
2023-12-15,Bharatpur,22.93,14.7,66.08,2.93,9.7,0.34
2023-03-21,Jodhpur,42.17,13.14,84.8,4.67,8.14,0.44
2023-08-14,Sikar,32.61,5.33,78.3,2.61,-34.67,0.36
2023-03-30,Kota,39.67,1.65,62.15,2.17,-3.35,0.28
2023-07-23,Pali,33.28,30.61,54.42,3.28,-9.39,0.34
2023-03-27,Ajmer,37.56,12.04,36.35,0.06,7.04,0.18
2023-09-11,Jaipur,33.91,77.66,63.12,3.91,37.66,0.51
2023-02-10,Bikaner,17.42,4.7,39.27,-2.58,-0.3,0.2
2023-11-03,Alwar,33.45,82.61,72.88,3.45,42.61,0.56
2023-06-12,Alwar,40.13,7.88,66.12,2.63,2.88,0.32
2023-04-12,Udaipur,33.71,14.27,38.33,-3.79,9.27,0.24
2023-09-21,Ajmer,33.31,62.68,57.97,3.31,22.68,0.44
2023-02-21,Jaipur,24.9,11.28,80.69,4.9,6.28,0.42
2023-08-03,Ajmer,32.55,20.47,89.17,2.55,-19.53,0.45
2023-11-03,Ajmer,30.55,73.57,42.82,0.55,33.57,0.37
2023-05-24,Alwar,40.89,6.91,79.91,3.39,1.91,0.38
2023-11-16,Jaipur,29.13,26.33,78.53,-0.87,-13.67,0.4
2023-09-29,Ajmer,26.67,92.07,56.98,-3.33,52.07,0.52
2023-10-05,Sikar,34.04,65.95,63.69,4.04,25.95,0.48
2023-10-05,Bikaner,31.82,77.98,51.72,1.82,37.98,0.44
2023-07-09,Kota,29.02,63.41,39.81,-0.98,23.41,0.34
2023-10-11,Bharatpur,25.44,80.26,36.51,-4.56,40.26,0.42
2023-03-17,Udaipur,41.58,5.44,66.64,4.08,0.44,0.34
2023-07-31,Jodhpur,30.37,97.74,76.48,0.37,57.74,0.57
2023-08-09,Jaipur,25.65,118.43,68.78,-4.35,78.43,0.65
2023-06-22,Kota,33.79,8.78,48.55,-3.71,3.78,0.27
2023-01-10,Bharatpur,17.33,7.79,35.5,-2.67,2.79,0.2
2023-06-19,Kota,35.09,14.74,56.32,-2.41,9.74,0.3
2023-07-26,Bikaner,30.2,20.69,69.19,0.2,-19.31,0.33
2023-03-25,Kota,38.38,13.85,45.34,0.88,8.85,0.23
2023-04-14,Alwar,39.25,13.55,82.75,1.75,8.55,0.39
2023-01-31,Ajmer,20.02,9.08,57.21,0.02,4.08,0.25
2023-02-03,Udaipur,16.42,6.38,51.46,-3.58,1.38,0.27
2023-01-26,Sikar,15.06,13.32,59.32,-4.94,8.32,0.34
2023-08-29,Udaipur,26.64,9.78,41.69,-3.36,-30.22,0.24
2023-01-08,Kota,15.11,5.47,67.38,-4.89,0.47,0.35
2023-09-02,Pali,26.67,51.45,38.9,-3.33,11.45,0.34
2023-02-17,Jodhpur,17.6,8.02,81.76,-2.4,3.02,0.38
2023-12-04,Pali,20.69,7.72,37.93,0.69,2.72,0.18
2023-09-08,Ajmer,26.14,32.72,51.74,-3.86,-7.28,0.35
2023-07-22,Sikar,31.98,11.75,82.14,1.98,-28.25,0.39
2023-11-09,Bikaner,30.99,106.85,62.06,0.99,66.85,0.55
2023-08-31,Ajmer,25.62,88.96,72.79,-4.38,48.96,0.59
2023-03-08,Ajmer,40.03,10.43,52.38,2.53,5.43,0.27
2023-05-04,Bharatpur,35.66,9.51,75.2,-1.84,4.51,0.35
2023-12-10,Udaipur,24.33,5.44,88.44,4.33,0.44,0.43
2023-08-26,Alwar,33.18,81.08,69.28,3.18,41.08,0.54
2023-09-14,Bikaner,32.7,64.1,57.71,2.7,24.1,0.44
2023-08-31,Bharatpur,33.76,77.01,75.35,3.76,37.01,0.56
2023-03-26,Udaipur,30.21,9.34,53.39,-7.29,4.34,0.34
2023-05-07,Jaipur,35.06,1.39,56.24,-2.44,-3.61,0.26
2023-12-03,Sikar,18.75,1.1,51.05,-1.25,-3.9,0.22
2023-10-22,Bikaner,33.21,79.42,42.21,3.21,39.42,0.42
2023-07-04,Bikaner,27.15,71.64,55.25,-2.85,31.64,0.45
2023-12-18,Alwar,23.14,14.48,63.41,3.14,9.48,0.33
2023-06-20,Sikar,31.4,14.55,87.3,-6.1,9.55,0.47
2023-10-03,Sikar,32.96,40.66,76.14,2.96,0.66,0.45
2023-11-17,Ajmer,30.04,102.82,58.71,0.04,62.82,0.51
2023-10-07,Sikar,29.42,6.96,51.16,-0.58,-33.04,0.23
2023-05-10,Bikaner,30.42,8.5,62.84,-7.08,3.5,0.37
2023-08-30,Jaipur,31.3,35.58,48.17,1.3,-4.42,0.3
2023-08-27,Jaipur,26.85,92.16,52.86,-3.15,52.16,0.5
2023-07-11,Bharatpur,34.8,103.04,75.64,4.8,63.04,0.64
2023-06-03,Jodhpur,35.47,2.67,62.37,-2.03,-2.33,0.28
2023-08-20,Bikaner,29.94,112.53,44.58,-0.06,72.53,0.48
2023-11-29,Kota,28.21,25.91,86.33,-1.79,-14.09,0.44
2023-04-10,Ajmer,44.78,7.18,36.01,7.28,2.18,0.26
2023-08-08,Kota,28.2,17.14,70.8,-1.8,-22.86,0.35
2023-11-19,Jaipur,31.52,45.68,46.18,1.52,5.68,0.33
2023-03-26,Jodhpur,39.52,13.49,69.68,2.02,8.49,0.34
2023-12-14,Ajmer,16.38,13.6,38.37,-3.62,8.6,0.24
2023-01-06,Bharatpur,22.83,2.43,73.38,2.83,-2.57,0.34
2023-09-08,Bharatpur,25.13,42.98,60.79,-4.87,2.98,0.42
2023-10-03,Jodhpur,27.71,5.29,62.48,-2.29,-34.71,0.29
2023-04-12,Bikaner,41.51,1.02,85.83,4.01,-3.98,0.4
2023-08-07,Pali,34.99,105.65,40.43,4.99,65.65,0.51
2023-09-28,Jodhpur,33.12,41.07,77.26,3.12,1.07,0.46
2023-03-08,Kota,41.41,1.75,75.8,3.91,-3.25,0.36
2023-05-03,Alwar,36.92,1.82,72.7,-0.58,-3.18,0.3
2023-09-16,Sikar,28.36,44.01,46.65,-1.64,4.01,0.33
2023-03-01,Sikar,31.09,12.31,48.5,-6.41,7.31,0.31
2023-06-25,Udaipur,42.54,0.55,42.99,5.04,-4.45,0.24
2023-03-11,Sikar,43.22,8.57,76.54,5.72,3.57,0.41
2023-05-29,Alwar,39.55,6.84,76.23,2.05,1.84,0.35
2023-03-03,Sikar,35.08,2.07,38.24,-2.42,-2.93,0.19
2023-11-24,Jodhpur,31.01,73.42,49.36,1.01,33.42,0.41
2023-06-21,Jaipur,34.54,13.71,55.5,-2.96,8.71,0.3
2023-06-18,Udaipur,40.81,3.76,41.23,3.31,-1.24,0.22
2023-12-26,Kota,17.75,0.14,73.99,-2.25,-4.86,0.33
2023-01-30,Ajmer,18.98,2.94,37.12,-1.02,-2.06,0.17
2023-12-20,Jodhpur,15.42,13.49,67.79,-4.58,8.49,0.37
2023-05-08,Pali,39.47,5.17,37.61,1.97,0.17,0.19
2023-09-10,Ajmer,27.11,54.11,65.22,-2.89,14.11,0.44
2023-10-31,Alwar,26.03,23.31,89.11,-3.97,-16.69,0.47
2023-10-23,Sikar,26.89,7.35,55.77,-3.11,-32.65,0.28
2023-04-11,Jodhpur,41.28,5.58,58.94,3.78,0.58,0.3
2023-03-08,Ajmer,41.11,6.14,48.14,3.61,1.14,0.26
2023-09-28,Jodhpur,26.12,82.74,86.98,-3.88,42.74,0.62
2023-12-24,Pali,23.05,1.49,38.93,3.05,-3.51,0.2
2023-03-24,Jaipur,40.43,7.04,76.21,2.93,2.04,0.36
2023-08-04,Pali,27.7,72.55,81.35,-2.3,32.55,0.55
2023-03-06,Ajmer,33.86,14.41,45.84,-3.64,9.41,0.27
2023-03-20,Pali,36.58,12.98,62.34,-0.92,7.98,0.3
2023-11-04,Jodhpur,30.25,35.45,40.72,0.25,-4.55,0.26
2023-06-13,Bharatpur,42.02,7.79,58.03,4.52,2.79,0.31
2023-02-14,Udaipur,24.06,2.61,82.14,4.06,-2.39,0.39
2023-08-25,Kota,32.07,60.96,79.97,2.07,20.96,0.51
2023-09-25,Ajmer,26.19,49.74,77.5,-3.81,9.74,0.49
2023-10-08,Bikaner,26.86,91.34,57.84,-3.14,51.34,0.52
2023-06-26,Bikaner,41.45,7.73,40.16,3.95,2.73,0.23
2023-01-06,Jodhpur,16.55,8.86,82.22,-3.45,3.86,0.4
2023-02-12,Bharatpur,24.52,10.96,64.82,4.52,5.96,0.35
2023-12-22,Sikar,16.95,6.97,40.29,-3.05,1.97,0.22
2023-08-31,Sikar,27.7,75.85,50.99,-2.3,35.85,0.44
2023-11-29,Bharatpur,30.1,96.46,82.68,0.1,56.46,0.59
2023-08-22,Jodhpur,26.76,18.8,74.84,-3.24,-21.2,0.39
2023-11-06,Jodhpur,29.61,71.59,70.39,-0.39,31.59,0.48
2023-07-24,Kota,31.45,40.86,44.96,1.45,0.86,0.31
2023-01-10,Jaipur,18.71,14.85,37.8,-1.29,9.85,0.21
2023-09-21,Jodhpur,28.67,39.82,68.6,-1.33,-0.18,0.4
2023-01-29,Kota,18.54,14.43,61.98,-1.46,9.43,0.31
2023-10-18,Pali,29.35,15.33,79.18,-0.65,-24.67,0.37
2023-02-16,Jaipur,21.99,12.76,38.13,1.99,7.76,0.21
2023-10-27,Sikar,27.78,17.3,57.84,-2.22,-22.7,0.31
2023-06-25,Alwar,37.5,5.57,56.95,0.0,0.57,0.24
2023-11-20,Udaipur,30.78,90.4,52.7,0.78,50.4,0.46
2023-04-27,Jodhpur,32.89,10.32,75.58,-4.61,5.32,0.39
2023-09-20,Ajmer,34.93,7.04,56.7,4.93,-32.96,0.31
2023-02-21,Udaipur,19.58,9.25,51.26,-0.42,4.25,0.24
2023-01-12,Bikaner,24.41,9.87,58.25,4.41,4.87,0.32
2023-01-07,Pali,19.16,2.71,84.25,-0.84,-2.29,0.36
2023-10-22,Bharatpur,25.42,45.04,64.93,-4.58,5.04,0.44
2023-08-20,Bharatpur,33.41,35.22,48.39,3.41,-4.78,0.33
2023-12-15,Alwar,23.33,4.43,75.94,3.33,-0.57,0.36
2023-12-03,Ajmer,18.76,5.25,40.64,-1.24,0.25,0.19
2023-05-06,Kota,35.15,8.69,42.52,-2.35,3.69,0.22
2023-12-03,Alwar,19.56,13.48,77.46,-0.44,8.48,0.35
2023-08-30,Jaipur,29.94,32.36,37.34,-0.06,-7.64,0.24
2023-07-24,Bikaner,30.03,62.41,42.46,0.03,22.41,0.34
2023-03-24,Bharatpur,41.08,2.84,86.2,3.58,-2.16,0.4
2023-03-04,Bharatpur,43.99,7.12,35.56,6.49,2.12,0.25
2023-11-12,Bharatpur,28.86,92.73,74.73,-1.14,52.73,0.56
2023-02-08,Jaipur,20.82,0.17,72.69,0.82,-4.83,0.3
2023-02-28,Jaipur,24.5,1.92,81.78,4.5,-3.08,0.39
2023-09-25,Udaipur,31.71,74.99,53.54,1.71,34.99,0.44
2023-10-25,Jaipur,28.67,106.33,89.16,-1.33,66.33,0.66
2023-07-29,Ajmer,34.95,90.46,81.39,4.95,50.46,0.63
2023-02-25,Jaipur,22.99,1.48,59.78,2.99,-3.52,0.28
2023-09-08,Bharatpur,25.11,28.42,83.53,-4.89,-11.58,0.48
2023-10-11,Ajmer,26.87,70.78,38.77,-3.13,30.78,0.39
2023-04-30,Bikaner,42.72,10.2,71.83,5.22,5.2,0.38
2023-12-07,Bikaner,23.45,8.52,44.39,3.45,3.52,0.25
2023-12-18,Ajmer,22.7,5.68,73.88,2.7,0.68,0.35
2023-02-13,Sikar,17.4,3.73,79.64,-2.6,-1.27,0.36
2023-12-20,Bharatpur,19.14,12.69,48.81,-0.86,7.69,0.24
2023-05-09,Sikar,43.68,12.5,54.85,6.18,7.5,0.34
2023-06-24,Jodhpur,42.06,1.34,67.58,4.56,-3.66,0.33
2023-02-16,Bharatpur,17.42,10.5,60.09,-2.58,5.5,0.3
2023-11-17,Sikar,34.39,68.56,87.74,4.39,28.56,0.59
2023-03-25,Pali,40.27,2.2,89.32,2.77,-2.8,0.4
2023-10-22,Bikaner,27.69,86.67,44.45,-2.31,46.67,0.44
2023-05-04,Pali,31.58,0.49,62.19,-5.92,-4.51,0.33
2023-07-05,Pali,30.98,103.0,70.58,0.98,63.0,0.57
2023-11-03,Bikaner,33.15,45.77,75.43,3.15,5.77,0.47
2023-01-25,Jodhpur,15.8,5.53,68.86,-4.2,0.53,0.35
2023-02-07,Kota,17.92,1.13,44.34,-2.08,-3.87,0.21
2023-01-18,Alwar,17.61,1.61,49.08,-2.39,-3.39,0.23
2023-05-23,Ajmer,35.44,2.35,63.9,-2.06,-2.65,0.29
2023-10-09,Ajmer,30.23,36.39,85.78,0.23,-3.61,0.44
2023-09-29,Udaipur,29.14,83.43,39.19,-0.86,43.43,0.39
2023-10-21,Bharatpur,29.91,48.0,62.01,-0.09,8.0,0.38
2023-09-14,Alwar,25.31,39.56,72.88,-4.69,-0.44,0.46
2023-07-23,Sikar,31.06,25.99,61.63,1.06,-14.01,0.33
2023-09-28,Pali,34.48,91.6,65.64,4.48,51.6,0.57
2023-01-15,Ajmer,22.39,7.24,66.37,2.39,2.24,0.32
2023-03-01,Jaipur,33.12,11.02,69.15,-4.38,6.02,0.36
2023-10-05,Alwar,34.09,5.54,57.19,4.09,-34.46,0.3
2023-06-27,Kota,33.37,8.42,53.55,-4.13,3.42,0.29
2023-12-29,Pali,21.81,2.92,78.65,1.81,-2.08,0.35
2023-10-10,Ajmer,31.97,59.67,72.7,1.97,19.67,0.48
2023-12-27,Jodhpur,22.48,13.5,42.14,2.48,8.5,0.24
2023-01-16,Kota,18.63,5.69,61.24,-1.37,0.69,0.28
2023-12-25,Bikaner,24.76,9.08,66.27,4.76,4.08,0.35
2023-09-24,Jaipur,33.44,119.47,50.95,3.44,79.47,0.57
2023-01-03,Sikar,21.85,13.41,73.46,1.85,8.41,0.35
2023-04-27,Bikaner,44.14,13.24,74.72,6.64,8.24,0.42
2023-08-26,Sikar,28.74,23.14,43.53,-1.26,-16.86,0.25
2023-09-14,Sikar,28.74,20.34,54.41,-1.26,-19.66,0.29
2023-11-24,Jodhpur,31.31,56.56,54.03,1.31,16.56,0.38
2023-12-24,Jaipur,19.47,5.2,38.17,-0.53,0.2,0.17
2023-12-16,Alwar,22.16,8.64,73.04,2.16,3.64,0.34
2023-12-03,Alwar,21.46,11.42,75.33,1.46,6.42,0.35
2023-07-31,Ajmer,30.24,96.01,39.01,0.24,56.01,0.42
2023-10-13,Jaipur,26.88,34.74,38.18,-3.12,-5.26,0.29
2023-01-24,Sikar,20.9,3.92,67.72,0.9,-1.08,0.29
2023-11-02,Jaipur,25.5,71.67,50.67,-4.5,31.67,0.45
2023-09-14,Ajmer,25.82,79.62,47.36,-4.18,39.62,0.46
2023-06-30,Pali,32.01,1.91,38.66,-5.49,-3.09,0.23
2023-10-21,Kota,30.74,7.16,66.99,0.74,-32.84,0.3
2023-08-30,Kota,33.09,66.48,55.33,3.09,26.48,0.44
2023-03-02,Alwar,37.54,7.74,79.81,0.04,2.74,0.34
2023-04-14,Bharatpur,36.89,8.17,65.17,-0.61,3.17,0.29
